Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	InSPI2_R1 raw countings	InSPI2_R2 raw countings	LSP_R1 raw countings	LSP_R2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_016810.1	Protein Homology	CDS	2415098	2416393	.	-	0	ID=cds-WP_000555674.1;Parent=gene-SL1344_RS11855;Dbxref=GenBank:WP_000555674.1;Name=WP_000555674.1;Ontology_term=GO:0008909;gbkey=CDS;gene=menF;go_function=isochorismate synthase activity|0008909||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461252.1;locus_tag=SL1344_RS11855;product=isochorismate synthase MenF;protein_id=WP_000555674.1;transl_table=11	9.0	7.0	2.0	5.0	5.61660413783766	-0.632611019636762	1.17206402458305	-0.539741009337613	0.58937565420487	0.710884245844384
sense	NC_016810.1	Protein Homology	CDS	2416494	2416799	.	-	0	ID=cds-WP_001522308.1;Parent=gene-SL1344_RS11860;Dbxref=GenBank:WP_001522308.1;Name=WP_001522308.1;gbkey=CDS;gene=elaB;inference=COORDINATES: similar to AA sequence:RefSeq:NP_311181.1;locus_tag=SL1344_RS11860;product=stress response protein ElaB;protein_id=WP_001522308.1;transl_table=11	62.0	43.0	47.0	21.0	42.9039681386825	-1.0712298629463	0.58791799876002	-1.82207359734798	0.0684438192581154	0.1423196876637
sense	NC_016810.1	Protein Homology	CDS	2416854	2417315	.	-	0	ID=cds-WP_000568155.1;Parent=gene-SL1344_RS11865;Dbxref=GenBank:WP_000568155.1;Name=WP_000568155.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461254.1;locus_tag=SL1344_RS11865;product=GNAT family N-acetyltransferase;protein_id=WP_000568155.1;transl_table=11	6.0	7.0	0	0	1.72950029073855	2.60040077076038	1.88511131191663	1.37944149733869	0.167758672161921	NA
sense	NC_016810.1	Protein Homology	CDS	2417376	2418293	.	+	0	ID=cds-WP_000419093.1;Parent=gene-SL1344_RS11870;Dbxref=GenBank:WP_000419093.1;Name=WP_000419093.1;Ontology_term=GO:0042780,GO:0016891;gbkey=CDS;gene=rbn;go_function=RNA endonuclease activity%2C producing 5'-phosphomonoesters|0016891||IEA;go_process=tRNA 3'-end processing|0042780||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461255.1;locus_tag=SL1344_RS11870;product=ribonuclease BN;protein_id=WP_000419093.1;transl_table=11	7.5	4.0	30.0	12.0	19.3807916877771	-3.3954802232904	0.814294336143501	-4.16984384218045	3.04808421196778e-05	0.000198785232265344
sense	NC_016810.1	Protein Homology	CDS	2418359	2419360	.	+	0	ID=cds-WP_000368558.1;Parent=gene-SL1344_RS11875;Dbxref=GenBank:WP_000368558.1;Name=WP_000368558.1;Ontology_term=GO:0000160,GO:0006935,GO:0000156;gbkey=CDS;go_function=phosphorelay response regulator activity|0000156||IEA;go_process=phosphorelay signal transduction system|0000160||IEA,chemotaxis|0006935||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461256.1;locus_tag=SL1344_RS11875;product=chemotaxis protein;protein_id=WP_000368558.1;transl_table=11	6.0	5.0	7.0	2.0	5.16522165198264	-1.28472786396737	1.18563172921349	-1.08358087280577	0.278550675295392	0.415481774586642
sense	NC_016810.1	Protein Homology	CDS	2419401	2421182	.	-	0	ID=cds-WP_000931746.1;Parent=gene-SL1344_RS11880;Dbxref=GenBank:WP_000931746.1;Name=WP_000931746.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461257.1;locus_tag=SL1344_RS11880;product=vWA domain-containing protein;protein_id=WP_000931746.1;transl_table=11	13.25	6.0	8.0	5.0	8.21287266841992	-1.15498384983012	0.997375262526583	-1.15802335713067	0.24685450478703	0.379837165357836
sense	NC_016810.1	Protein Homology	CDS	2421651	2421809	.	+	0	ID=cds-WP_106746827.1;Parent=gene-SL1344_RS27390;Dbxref=GenBank:WP_106746827.1;Name=WP_106746827.1;gbkey=CDS;inference=COORDINATES: protein motif:HMM:NF020544.6;locus_tag=SL1344_RS27390;product=DUF1877 family protein;protein_id=WP_106746827.1;transl_table=11	0	0	1.0	0	0.372699523924152	-1.42650536627452	2.21232452630238	-0.644799327275346	0.519057237947985	NA
sense	NC_016810.1	Protein Homology	CDS	2422070	2423527	.	-	0	ID=cds-WP_000156671.1;Parent=gene-SL1344_RS11885;Dbxref=GenBank:WP_000156671.1;Name=WP_000156671.1;Ontology_term=GO:0008137;gbkey=CDS;gene=nuoN;go_function=NADH dehydrogenase (ubiquinone) activity|0008137||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_416779.2;locus_tag=SL1344_RS11885;product=NADH-quinone oxidoreductase subunit NuoN;protein_id=WP_000156671.1;transl_table=11	56.0	54.0	3.0	2.0	16.7809255914559	2.58794675979706	0.912000344890622	2.83765984771359	0.00454455849626995	0.0163008985110254
sense	NC_016810.1	Protein Homology	CDS	2423534	2425063	.	-	0	ID=cds-WP_000926431.1;Parent=gene-SL1344_RS11890;Dbxref=GenBank:WP_000926431.1;Name=WP_000926431.1;Ontology_term=GO:0042773,GO:0008137;gbkey=CDS;gene=nuoM;go_function=NADH dehydrogenase (ubiquinone) activity|0008137||IEA;go_process=ATP synthesis coupled electron transport|0042773||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005129465.1;locus_tag=SL1344_RS11890;product=NADH-quinone oxidoreductase subunit M;protein_id=WP_000926431.1;transl_table=11	63.333333333333336	62.0	2.0	1.0	17.8493140113828	3.43712323955424	1.00719979690222	3.41255354709719	0.000643572818466023	0.00308280588559321
sense	NC_016810.1	Protein Homology	CDS	2425377	2427218	.	-	0	ID=cds-WP_001056582.1;Parent=gene-SL1344_RS11895;Dbxref=GenBank:WP_001056582.1;Name=WP_001056582.1;Ontology_term=GO:0042773,GO:0008137;gbkey=CDS;gene=nuoL;go_function=NADH dehydrogenase (ubiquinone) activity|0008137||IEA;go_process=ATP synthesis coupled electron transport|0042773||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005129466.1;locus_tag=SL1344_RS11895;product=NADH-quinone oxidoreductase subunit L;protein_id=WP_001056582.1;transl_table=11	107.5	129.5	4.5	1.0	33.7348587406913	3.71886757326113	0.844291362590721	4.40472061901679	1.05920296490957e-05	7.67158301267436e-05
sense	NC_016810.1	Protein Homology	CDS	2427215	2427517	.	-	0	ID=cds-WP_000612687.1;Parent=gene-SL1344_RS11900;Dbxref=GenBank:WP_000612687.1;Name=WP_000612687.1;Ontology_term=GO:0042773,GO:0016651;gbkey=CDS;gene=nuoK;go_function=oxidoreductase activity%2C acting on NAD(P)H|0016651||IEA;go_process=ATP synthesis coupled electron transport|0042773||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006683663.1;locus_tag=SL1344_RS11900;product=NADH-quinone oxidoreductase subunit NuoK;protein_id=WP_000612687.1;transl_table=11	14.0	17.0	0.5	0	4.12878642036505	3.88365652762723	1.64270327001976	2.3641862766734	0.0180697244157741	0.0511674795544592
sense	NC_016810.1	Protein Homology	CDS	2427514	2428068	.	-	0	ID=cds-WP_000393522.1;Parent=gene-SL1344_RS11905;Dbxref=GenBank:WP_000393522.1;Name=WP_000393522.1;Ontology_term=GO:0008137;gbkey=CDS;gene=nuoJ;go_function=NADH dehydrogenase (ubiquinone) activity|0008137||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461262.1;locus_tag=SL1344_RS11905;product=NADH-quinone oxidoreductase subunit J;protein_id=WP_000393522.1;transl_table=11	34.5	21.0	1.0	1.0	8.11454135598997	2.73534625086584	1.23184718856708	2.22052400350701	0.0263832181394075	0.0686023956592553
sense	NC_016810.1	Protein Homology	CDS	2428079	2428621	.	-	0	ID=cds-WP_000172747.1;Parent=gene-SL1344_RS11910;Dbxref=GenBank:WP_000172747.1;Name=WP_000172747.1;Ontology_term=GO:0016651,GO:0051539,GO:0016020;gbkey=CDS;gene=nuoI;go_component=membrane|0016020||IEA;go_function=oxidoreductase activity%2C acting on NAD(P)H|0016651||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015959823.1;locus_tag=SL1344_RS11910;product=NADH-quinone oxidoreductase subunit NuoI;protein_id=WP_000172747.1;transl_table=11	29.5	33.5	1.0	0	8.88027236465426	3.77557619370742	1.39527588207837	2.70597108586397	0.00681049755006753	0.0229530527050933
sense	NC_016810.1	Protein Homology	CDS	2428636	2429613	.	-	0	ID=cds-WP_000118515.1;Parent=gene-SL1344_RS11915;Dbxref=GenBank:WP_000118515.1;Name=WP_000118515.1;gbkey=CDS;gene=nuoH;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015875065.1;locus_tag=SL1344_RS11915;product=NADH-quinone oxidoreductase subunit NuoH;protein_id=WP_000118515.1;transl_table=11	45.5	51.0	1.0	1.0	13.8123997448695	3.55648838059683	1.13633118201578	3.12979916144504	0.00174925854302414	0.00727971821841399
sense	NC_016810.1	Protein Homology	CDS	2429610	2432336	.	-	0	ID=cds-WP_001518099.1;Parent=gene-SL1344_RS11920;Dbxref=GenBank:WP_001518099.1;Name=WP_001518099.1;Ontology_term=GO:0006120,GO:0050136,GO:0051536;gbkey=CDS;gene=nuoG;go_function=NADH:ubiquinone reductase (non-electrogenic) activity|0050136||IEA,iron-sulfur cluster binding|0051536||IEA;go_process=mitochondrial electron transport%2C NADH to ubiquinone|0006120||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_311194.2;locus_tag=SL1344_RS11920;product=NADH-quinone oxidoreductase subunit NuoG;protein_id=WP_001518099.1;transl_table=11	169.0	166.53333333333333	8.0	9.0	52.4547431948072	2.46453491205967	0.624907094393266	3.94384210736562	8.01864635690042e-05	0.00048223915116449
sense	NC_016810.1	Protein Homology	CDS	2432367	2433704	.	-	0	ID=cds-WP_000800048.1;Parent=gene-SL1344_RS11925;Dbxref=GenBank:WP_000800048.1;Name=WP_000800048.1;Ontology_term=GO:0008137,GO:0051539;gbkey=CDS;gene=nuoF;go_function=NADH dehydrogenase (ubiquinone) activity|0008137||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461266.1;locus_tag=SL1344_RS11925;product=NADH-quinone oxidoreductase subunit NuoF;protein_id=WP_000800048.1;transl_table=11	69.0	54.5	3.0	3.0	18.959266551306	2.47344074262924	0.863469370500718	2.86453790618527	0.00417618167906562	0.015173338324343
sense	NC_016810.1	Protein Homology	CDS	2433701	2434201	.	-	0	ID=cds-WP_000545038.1;Parent=gene-SL1344_RS11930;Dbxref=GenBank:WP_000545038.1;Name=WP_000545038.1;Ontology_term=GO:0016491;gbkey=CDS;gene=nuoE;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461267.1;locus_tag=SL1344_RS11930;product=NADH-quinone oxidoreductase subunit NuoE;protein_id=WP_000545038.1;transl_table=11	44.0	45.25	3.0	1.0	13.4682271149419	2.61018228889968	0.997220252103475	2.61745816272175	0.00885873471750034	0.0286081111509416
sense	NC_016810.1	Protein Homology	CDS	2434204	2436006	.	-	0	ID=cds-WP_000247855.1;Parent=gene-SL1344_RS11935;Dbxref=GenBank:WP_000247855.1;Name=WP_000247855.1;Ontology_term=GO:0048038,GO:0050136,GO:0051287,GO:0030964;gbkey=CDS;gene=nuoC;go_component=NADH dehydrogenase complex|0030964||IEA;go_function=quinone binding|0048038||IEA,NADH:ubiquinone reductase (non-electrogenic) activity|0050136||IEA,NAD binding|0051287||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461268.1;locus_tag=SL1344_RS11935;product=NADH-quinone oxidoreductase subunit C/D;protein_id=WP_000247855.1;transl_table=11	113.33333333333334	60.16666666666667	16.000000000000004	11.833333333333334	35.1240006787474	0.825372824007868	0.644694920377544	1.28025333831468	0.200456052571015	0.325241834354587
sense	NC_016810.1	Protein Homology	CDS	2436093	2436755	.	-	0	ID=cds-WP_000386728.1;Parent=gene-SL1344_RS11940;Dbxref=GenBank:WP_000386728.1;Name=WP_000386728.1;gbkey=CDS;gene=nuoB;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461269.1;locus_tag=SL1344_RS11940;product=NADH-quinone oxidoreductase subunit NuoB;protein_id=WP_000386728.1;transl_table=11	53.5	34.7	2.0	1.0	12.9462414613912	2.94242337918661	1.06005355358817	2.77573087626263	0.00550777785048889	0.0191627421056848
sense	NC_016810.1	Protein Homology	CDS	2436771	2437214	.	-	0	ID=cds-WP_000062993.1;Parent=gene-SL1344_RS11945;Dbxref=GenBank:WP_000062993.1;Name=WP_000062993.1;gbkey=CDS;gene=nuoA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461270.1;locus_tag=SL1344_RS11945;product=NADH-quinone oxidoreductase subunit NuoA;protein_id=WP_000062993.1;transl_table=11	29.5	26.5	1.0	4.333333333333334	9.9742073003537	1.52108358497158	1.04094009608023	1.46125948140473	0.143944244931443	0.253183893741061
sense	NC_016810.1	Protein Homology	CDS	2437609	2437761	.	-	0	ID=cds-WP_001522276.1;Parent=gene-SL1344_RS11950;Dbxref=GenBank:WP_001522276.1;Name=WP_001522276.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461271.1;locus_tag=SL1344_RS11950;product=STM2329 family putative cytoplasmic protein;protein_id=WP_001522276.1;transl_table=11	1.0	1.0	0	0	0.26492861296265	0.304965239705186	2.2166696774407	0.137578116761759	0.890573851338119	NA
sense	NC_016810.1	Protein Homology	CDS	2437841	2438779	.	-	0	ID=cds-WP_000606288.1;Parent=gene-SL1344_RS11955;Dbxref=GenBank:WP_000606288.1;Name=WP_000606288.1;Ontology_term=GO:0006355,GO:0003700;gbkey=CDS;gene=lrhA;go_function=DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461272.1;locus_tag=SL1344_RS11955;product=transcriptional regulator LrhA;protein_id=WP_000606288.1;transl_table=11	39.0	21.0	11.0	8.0	16.3399233141826	-0.116345997467569	0.784248448106404	-0.148353494034309	0.882063800242987	0.919923236459716
sense	NC_016810.1	Protein Homology	CDS	2439711	2440925	.	+	0	ID=cds-WP_000074540.1;Parent=gene-SL1344_RS11960;Dbxref=GenBank:WP_000074540.1;Name=WP_000074540.1;gbkey=CDS;gene=alaA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461273.1;locus_tag=SL1344_RS11960;product=alanine transaminase AlaA;protein_id=WP_000074540.1;transl_table=11	25.0	21.0	6.0	4.0	10.5130618551612	0.426573039892898	0.913328971619441	0.467053004063293	0.640461956491473	0.752911383109172
sense	NC_016810.1	Protein Homology	CDS	2441019	2441618	.	+	0	ID=cds-WP_000813882.1;Parent=gene-SL1344_RS11965;Dbxref=GenBank:WP_000813882.1;Name=WP_000813882.1;Ontology_term=GO:0002953;gbkey=CDS;gene=yfbR;go_function=5'-deoxynucleotidase activity|0002953||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461274.1;locus_tag=SL1344_RS11965;product=5'-deoxynucleotidase;protein_id=WP_000813882.1;transl_table=11	5.0	3.0	2.0	1.0	2.34352584658642	-0.281196813414402	1.55147337202446	-0.181245014245702	0.856175263386297	NA
sense	NC_016810.1	Protein Homology	CDS	2441710	2443536	.	-	0	ID=cds-WP_001012861.1;Parent=gene-SL1344_RS11970;Dbxref=GenBank:WP_001012861.1;Name=WP_001012861.1;Ontology_term=GO:0008324;gbkey=CDS;go_function=monoatomic cation transmembrane transporter activity|0008324||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461275.1;locus_tag=SL1344_RS11970;product=SLC13 family permease;protein_id=WP_001012861.1;transl_table=11	21.65277777777778	14.63888888888889	0.125	1.78525641025641	5.95561111414007	2.07348074875711	1.32663036294866	1.5629679575164	0.118060131728967	0.219439742248948
sense	NC_016810.1	Protein Homology	CDS	2443613	2444290	.	-	0	ID=cds-WP_014343872.1;Parent=gene-SL1344_RS11975;Dbxref=GenBank:WP_014343872.1;Name=WP_014343872.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461276.3;locus_tag=SL1344_RS11975;product=sugar phosphatase;protein_id=WP_014343872.1;transl_table=11	28.0	25.0	9.0	2.0	11.4591929590839	0.570567739008998	0.919462615149743	0.620544793891458	0.534899172702091	0.663777268266639
sense	NC_016810.1	Protein Homology	CDS	2444283	2444777	.	-	0	ID=cds-WP_000426135.1;Parent=gene-SL1344_RS11980;Dbxref=GenBank:WP_000426135.1;Name=WP_000426135.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_007371080.1;locus_tag=SL1344_RS11980;product=YfbU family protein;protein_id=WP_000426135.1;transl_table=11	23.0	26.0	8.0	4.0	11.7081039678228	0.297113903509506	0.879319314650613	0.337890796391252	0.735445483506292	0.8207026821498
sense	NC_016810.1	Protein Homology	CDS	2444860	2445315	.	-	0	ID=cds-WP_000106617.1;Parent=gene-SL1344_RS11985;Dbxref=GenBank:WP_000106617.1;Name=WP_000106617.1;gbkey=CDS;gene=yfbV;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005129545.1;locus_tag=SL1344_RS11985;product=terminus macrodomain insulation protein YfbV;protein_id=WP_000106617.1;transl_table=11	11.0	19.25	31.0	17.0	24.9941252053918	-2.32724541226987	0.707379806797913	-3.28995172028529	0.00100204574337356	0.00456067043018811
sense	NC_016810.1	Protein Homology	CDS	2445655	2446857	.	+	0	ID=cds-WP_000095689.1;Parent=gene-SL1344_RS11990;Dbxref=GenBank:WP_000095689.1;Name=WP_000095689.1;gbkey=CDS;gene=ackA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_005129491.1;locus_tag=SL1344_RS11990;product=acetate kinase;protein_id=WP_000095689.1;transl_table=11	125.0	80.0	15.0	9.0	37.3898505345257	1.31052226556992	0.633340945148362	2.0692208132271	0.0385253704804227	0.091978558841136
sense	NC_016810.1	Protein Homology	CDS	2446934	2449078	.	+	0	ID=cds-WP_000086692.1;Parent=gene-SL1344_RS11995;Dbxref=GenBank:WP_000086692.1;Name=WP_000086692.1;Ontology_term=GO:0016407;gbkey=CDS;gene=pta;go_function=acetyltransferase activity|0016407||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461280.1;locus_tag=SL1344_RS11995;product=phosphate acetyltransferase;protein_id=WP_000086692.1;transl_table=11	106.0	76.1	6.5	5.833333333333334	29.4408174878073	2.07455397972384	0.716300009850554	2.89620822447939	0.00377701692776551	0.0139462647099969
sense	NC_016810.1	Protein Homology	CDS	2449296	2450816	.	+	0	ID=cds-WP_000117932.1;Parent=gene-SL1344_RS12000;Dbxref=GenBank:WP_000117932.1;Name=WP_000117932.1;Ontology_term=GO:0016020;gbkey=CDS;gene=yfcC;go_component=membrane|0016020||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461281.1;locus_tag=SL1344_RS12000;product=putative basic amino acid antiporter YfcC;protein_id=WP_000117932.1;transl_table=11	3.0	6.0	1.0	1.0	2.14061216155021	0.3453917618824	1.63149868744081	0.211702138984976	0.832339419255554	NA
sense	NC_016810.1	Protein Homology	CDS	2450865	2451818	.	-	0	ID=cds-WP_000593016.1;Parent=gene-SL1344_RS12005;Dbxref=GenBank:WP_000593016.1;Name=WP_000593016.1;Ontology_term=GO:0016740;gbkey=CDS;go_function=transferase activity|0016740||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461282.1;locus_tag=SL1344_RS12005;product=transketolase family protein;protein_id=WP_000593016.1;transl_table=11	4.0	2.0	3.0	3.0	3.55797867724824	-1.61951899561872	1.36300051095308	-1.18820131218166	0.234754106859349	0.365537014970139
sense	NC_016810.1	Protein Homology	CDS	2451811	2452641	.	-	0	ID=cds-WP_001103265.1;Parent=gene-SL1344_RS12010;Dbxref=GenBank:WP_001103265.1;Name=WP_001103265.1;Ontology_term=GO:0016740;gbkey=CDS;go_function=transferase activity|0016740||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461283.1;locus_tag=SL1344_RS12010;product=transketolase;protein_id=WP_001103265.1;transl_table=11	2.0	1.0	0	0	0.38992861296265	0.647844415724876	2.2254703368697	0.29110449372968	0.770971403193209	NA
sense	NC_016810.1	Protein Homology	CDS	2452638	2454029	.	-	0	ID=cds-WP_001522266.1;Parent=gene-SL1344_RS12015;Dbxref=GenBank:WP_001522266.1;Name=WP_001522266.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461284.3;locus_tag=SL1344_RS12015;product=PTS ascorbate transporter subunit IIC;protein_id=WP_001522266.1;transl_table=11	1.0	0.125	1.125	0	0.497699523924153	-0.982311965377407	2.21514218906771	-0.443453233036401	0.657437939137969	NA
sense	NC_016810.1	Protein Homology	CDS	2454050	2454322	.	-	0	ID=cds-WP_000699818.1;Parent=gene-SL1344_RS12020;Dbxref=GenBank:WP_000699818.1;Name=WP_000699818.1;Ontology_term=GO:0008643,GO:0009401,GO:0008982;gbkey=CDS;go_function=protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA;go_process=carbohydrate transport|0008643||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461285.1;locus_tag=SL1344_RS12020;product=PTS sugar transporter subunit IIB;protein_id=WP_000699818.1;transl_table=11	0	0	0	0	0	NA	NA	NA	NA	NA
sense	NC_016810.1	Protein Homology	CDS	2454403	2454846	.	-	0	ID=cds-WP_000901812.1;Parent=gene-SL1344_RS12025;Dbxref=GenBank:WP_000901812.1;Name=WP_000901812.1;Ontology_term=GO:0008643,GO:0009401,GO:0016310,GO:0016301,GO:1902495;gbkey=CDS;go_component=transmembrane transporter complex|1902495||IEA;go_function=kinase activity|0016301||IEA;go_process=carbohydrate transport|0008643||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA,phosphorylation|0016310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461286.1;locus_tag=SL1344_RS12025;product=PTS sugar transporter subunit IIA;protein_id=WP_000901812.1;transl_table=11	2.0	0	4.0	2.0	2.84748001539693	-2.82975088406699	1.59876084192459	-1.7699650941291	0.0767329557477735	NA
sense	NC_016810.1	Protein Homology	CDS	2455099	2456118	.	+	0	ID=cds-WP_000026949.1;Parent=gene-SL1344_RS12035;Dbxref=GenBank:WP_000026949.1;Name=WP_000026949.1;Ontology_term=GO:0006351,GO:0006355,GO:0045892,GO:0000976,GO:0003677,GO:0003700,GO:0043565;gbkey=CDS;go_function=transcription cis-regulatory region binding|0000976||IEA,DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA;go_process=DNA-templated transcription|0006351||IEA,regulation of DNA-templated transcription|0006355||IEA,negative regulation of DNA-templated transcription|0045892||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461287.1;locus_tag=SL1344_RS12035;product=LacI family DNA-binding transcriptional regulator;protein_id=WP_000026949.1;transl_table=11	6.0	10.5	1.0	2.0	3.62866757325098	0.532814161574797	1.39182912469112	0.382815786882634	0.701856355308409	0.80254011329952
sense	NC_016810.1	Protein Homology	CDS	2456124	2456678	.	-	0	ID=cds-WP_000230215.1;Parent=gene-SL1344_RS12040;Dbxref=GenBank:WP_000230215.1;Name=WP_000230215.1;Ontology_term=GO:0016817;gbkey=CDS;gene=yfcD;go_function=hydrolase activity%2C acting on acid anhydrides|0016817||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461288.1;locus_tag=SL1344_RS12040;product=NUDIX hydrolase YfcD;protein_id=WP_000230215.1;transl_table=11	40.0	38.333333333333336	5.0	2.0	13.2874668319018	1.68259504039084	0.908662586410329	1.85172699476703	0.0640650355982112	0.134986821123558
sense	NC_016810.1	Protein Homology	CDS	2456735	2457286	.	-	0	ID=cds-WP_000772458.1;Parent=gene-SL1344_RS12045;Dbxref=GenBank:WP_000772458.1;Name=WP_000772458.1;gbkey=CDS;gene=yfcE;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461289.1;locus_tag=SL1344_RS12045;product=phosphodiesterase;protein_id=WP_000772458.1;transl_table=11	74.0	52.0	8.0	2.0	20.6145659851514	1.88765085320628	0.808416809119509	2.33499703607378	0.0195435755737449	0.0542217248652793
sense	NC_016810.1	Protein Homology	CDS	2457342	2457986	.	-	0	ID=cds-WP_000043010.1;Parent=gene-SL1344_RS12050;Dbxref=GenBank:WP_000043010.1;Name=WP_000043010.1;Ontology_term=GO:0006749;gbkey=CDS;gene=yfcF;go_process=glutathione metabolic process|0006749||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461290.1;locus_tag=SL1344_RS12050;product=glutathione transferase;protein_id=WP_000043010.1;transl_table=11	27.0	24.0	11.0	2.0	11.9396633939696	0.303412184108948	0.912146932548842	0.332635207423341	0.739409663653624	0.822992728699066
sense	NC_016810.1	Protein Homology	CDS	2458129	2458776	.	+	0	ID=cds-WP_000566563.1;Parent=gene-SL1344_RS12055;Dbxref=GenBank:WP_000566563.1;Name=WP_000566563.1;gbkey=CDS;gene=yfcG;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461291.1;locus_tag=SL1344_RS12055;product=GSH-dependent disulfide bond oxidoreductase;protein_id=WP_000566563.1;transl_table=11	3.0	1.0	1.0	3.0	2.54765101643729	-1.63388341516719	1.57206276044695	-1.03932454624309	0.298653822655023	NA
sense	NC_016810.1	Protein Homology	CDS	2458902	2459795	.	+	0	ID=cds-WP_001166274.1;Parent=gene-SL1344_RS12060;Dbxref=GenBank:WP_001166274.1;Name=WP_001166274.1;Ontology_term=GO:0003824;gbkey=CDS;go_function=catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461292.1;locus_tag=SL1344_RS12060;product=TIGR01777 family oxidoreductase;protein_id=WP_001166274.1;transl_table=11	18.5	22.0	71.0	59.0	64.4372123149526	-3.41569688629848	0.561003333025576	-6.08855007665838	1.13937817192683e-09	2.15908580629909e-08
sense	NC_016810.1	Protein Homology	CDS	2459847	2460620	.	-	0	ID=cds-WP_001293591.1;Parent=gene-SL1344_RS12065;Dbxref=GenBank:WP_001293591.1;Name=WP_001293591.1;gbkey=CDS;gene=hisP;inference=COORDINATES: similar to AA sequence:RefSeq:NP_311217.1;locus_tag=SL1344_RS12065;product=histidine ABC transporter ATP-binding protein HisP;protein_id=WP_001293591.1;transl_table=11	44.25	19.571428571428573	2.0	2.0	10.1506532268016	2.06228753750785	1.06215339451085	1.94160989190981	0.0521843444667957	0.115272309295055
sense	NC_016810.1	Protein Homology	CDS	2460634	2461341	.	-	0	ID=cds-WP_000569771.1;Parent=gene-SL1344_RS12070;Dbxref=GenBank:WP_000569771.1;Name=WP_000569771.1;gbkey=CDS;gene=hisM;inference=COORDINATES: similar to AA sequence:RefSeq:NP_461294.1;locus_tag=SL1344_RS12070;product=histidine ABC transporter permease HisM;protein_id=WP_000569771.1;transl_table=11	13.5	20.5	7.0	4.0	9.37083276612271	-0.0904638833901609	0.950166103510748	-0.0952084936053895	0.924149223714643	0.949356157876652
