# Reference library (divisor): control
# Comparison library (numerator): salt
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	apigenin_r1 raw countings	apigenin_r2 raw countings	control_r1 raw countings	control_r2 raw countings	salt_r1 raw countings	salt_r2 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_020061.1	Protein Homology	CDS	75930	76775	.	-	0	ID=cds-WP_004120024.1;Parent=gene-RTCIAT899_RS20010;Dbxref=GenBank:WP_004120024.1;Name=WP_004120024.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004120024.1;locus_tag=RTCIAT899_RS20010;product=SDR family oxidoreductase;protein_id=WP_004120024.1;transl_table=11	0.125	21.7	0	60.5	1.0	0	3.83869855919242	-0.71837135964103	0.787501627334482	-0.912215714490085	0.361655173153693	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	76762	77070	.	-	0	ID=cds-WP_004120026.1;Parent=gene-RTCIAT899_RS20015;Dbxref=GenBank:WP_004120026.1;Name=WP_004120026.1;Ontology_term=GO:0005506,GO:0009055,GO:0051536;gbkey=CDS;go_function=iron ion binding|0005506||IEA,electron transfer activity|0009055||IEA,iron-sulfur cluster binding|0051536||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006204698.1;locus_tag=RTCIAT899_RS20015;product=ferredoxin;protein_id=WP_004120026.1;transl_table=11	0	22.0	0	43.5	0	0	2.8058237523244	-0.771718716841297	0.738591572259182	-1.04485177712059	0.296091480273199	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	77072	78364	.	-	0	ID=cds-WP_004120028.1;Parent=gene-RTCIAT899_RS20020;Dbxref=GenBank:WP_004120028.1;Name=WP_004120028.1;Ontology_term=GO:0004497,GO:0005506,GO:0016705,GO:0020037;gbkey=CDS;go_function=monooxygenase activity|0004497||IEA,iron ion binding|0005506||IEA,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,heme binding|0020037||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004120028.1;locus_tag=RTCIAT899_RS20020;product=cytochrome P450;protein_id=WP_004120028.1;transl_table=11	0	26.0	1.125	58.64285714285714	5.5	1.0	6.89159729004428	0.1201846708648	0.835435251186602	0.143858749908023	0.88561200958786	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	78454	79656	.	-	0	ID=cds-WP_004120030.1;Parent=gene-RTCIAT899_RS20025;Dbxref=GenBank:WP_004120030.1;Name=WP_004120030.1;Ontology_term=GO:0004497,GO:0005506,GO:0016705,GO:0020037;gbkey=CDS;go_function=monooxygenase activity|0004497||IEA,iron ion binding|0005506||IEA,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,heme binding|0020037||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003532617.1;locus_tag=RTCIAT899_RS20025;product=cytochrome P450;protein_id=WP_004120030.1;transl_table=11	1.2	24.5	0.2	48.21288798920378	0	2.0	4.16782703345944	-0.380815983765757	0.810876483530948	-0.469635007920689	0.638615808756034	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	80985	81260	.	+	0	ID=cds-WP_004120034.1;Parent=gene-RTCIAT899_RS20030;Dbxref=GenBank:WP_004120034.1;Name=WP_004120034.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004120034.1;locus_tag=RTCIAT899_RS20030;product=hypothetical protein;protein_id=WP_004120034.1;transl_table=11	0	5.0	0	7.0	0	0	0.52553773613366	-0.0816391575853856	0.512463641357777	-0.159307219082083	0.873426833390376	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	81790	81988	.	+	0	ID=cds-RTCIAT899_RS34140;Parent=gene-RTCIAT899_RS34140;Note=frameshifted%3B incomplete%3B partial in the middle of a contig%3B missing N-terminus and C-terminus;Ontology_term=GO:0016491;end_range=81988,.;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011649388.1;locus_tag=RTCIAT899_RS34140;partial=true;product=aldehyde dehydrogenase family protein;pseudo=true;start_range=.,81790;transl_table=11	0	2.0	0.25	12.0	1.25	0	0.988884412633088	-0.0560848815678586	0.638624418508326	-0.0878213860015868	0.930018639865451	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	82055	82165	.	+	0	ID=cds-RTCIAT899_RS34610;Parent=gene-RTCIAT899_RS34610;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus;Ontology_term=GO:0006313,GO:0003677,GO:0004803;gbkey=CDS;go_function=DNA binding|0003677||IEA,transposase activity|0004803||IEA;go_process=DNA transposition|0006313||IEA;inference=COORDINATES: protein motif:HMM:NF013677.6;locus_tag=RTCIAT899_RS34610;partial=true;product=transposase;pseudo=true;start_range=.,82055;transl_table=11	1.0	3.0	1.0	2.0	0	0	0.658745586475193	-0.132309918995825	0.610248815562265	-0.216813069721271	0.828354026060232	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	82697	83953	.	+	0	ID=cds-WP_004120036.1;Parent=gene-RTCIAT899_RS20035;Dbxref=GenBank:WP_004120036.1;Name=WP_004120036.1;Ontology_term=GO:0016757;gbkey=CDS;go_function=glycosyltransferase activity|0016757||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004120036.1;locus_tag=RTCIAT899_RS20035;product=glycosyltransferase;protein_id=WP_004120036.1;transl_table=11	10.642857142857142	36.0	9.5	47.0	0	1.2	8.55811009725067	-1.38339626213082	0.829916085845803	-1.66691101151624	0.0955321009904472	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	84271	85131	.	+	0	ID=cds-WP_004120039.1;Parent=gene-RTCIAT899_RS20040;Dbxref=GenBank:WP_004120039.1;Name=WP_004120039.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004120039.1;locus_tag=RTCIAT899_RS20040;product=alpha/beta fold hydrolase;protein_id=WP_004120039.1;transl_table=11	3.0	28.0	1.0	26.0	2.333333333333333	1.25	4.57182611573248	0.0377809867522153	0.835081050485111	0.0452422992118762	0.96391417885458	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	85967	88156	.	+	0	ID=cds-WP_004120041.1;Parent=gene-RTCIAT899_RS20045;Dbxref=GenBank:WP_004120041.1;Name=WP_004120041.1;Ontology_term=GO:0006508,GO:0004252;gbkey=CDS;go_function=serine-type endopeptidase activity|0004252||IEA;go_process=proteolysis|0006508||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004120041.1;locus_tag=RTCIAT899_RS20045;product=prolyl oligopeptidase family serine peptidase;protein_id=WP_004120041.1;transl_table=11	15.705492424242424	79.14285714285714	12.285714285714285	115.18596491228071	4.5	4.0	17.8936785655844	-0.684892325400753	0.773953590123182	-0.884926866598999	0.37619607661362	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	88466	88870	.	+	0	ID=cds-WP_004120043.1;Parent=gene-RTCIAT899_RS20050;Dbxref=GenBank:WP_004120043.1;Name=WP_004120043.1;Ontology_term=GO:0005886;gbkey=CDS;go_component=plasma membrane|0005886||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004120043.1;locus_tag=RTCIAT899_RS20050;product=DoxX family protein;protein_id=WP_004120043.1;transl_table=11	252.0	24.0	161.33333333333334	32.0	40.0	14.0	111.457865696839	-0.424907098503648	0.825373179229773	-0.514806040705327	0.606688563745517	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	89454	90494	.	+	0	ID=cds-WP_004120045.1;Parent=gene-RTCIAT899_RS20055;Dbxref=GenBank:WP_004120045.1;Name=WP_004120045.1;Ontology_term=GO:0006355,GO:0003700,GO:0043565;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004120045.1;locus_tag=RTCIAT899_RS20055;product=helix-turn-helix transcriptional regulator;protein_id=WP_004120045.1;transl_table=11	3.0	16.0	3.5	40.0	0.3333333333333333	0.3333333333333333	3.85989201352963	-1.32275933034274	0.81651398933858	-1.62000816595224	0.105230522774347	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	91070	91303	.	+	0	ID=cds-RTCIAT899_RS34145;Parent=gene-RTCIAT899_RS34145;Note=incomplete%3B partial in the middle of a contig%3B missing C-terminus;end_range=91303,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018435791.1;locus_tag=RTCIAT899_RS34145;partial=true;product=sterol desaturase family protein;pseudo=true;transl_table=11	1.0	5.5	1.0	12.0	2.5	0	2.06037904723908	0.0878394781574224	0.781037267414786	0.112465156045843	0.910454595875105	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	91564	92601	.	-	0	ID=cds-WP_004119987.1-2;Parent=gene-RTCIAT899_RS20065;Dbxref=GenBank:WP_004119987.1;Name=WP_004119987.1;Ontology_term=GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004119987.1;locus_tag=RTCIAT899_RS20065;product=IS110 family transposase;protein_id=WP_004119987.1;transl_table=11	21.5	38.666666666666664	12.75	51.0	5.9601449275362315	2.7434782608695656	15.1353992996681	-0.199730701899135	0.788631412483608	-0.253262422390873	0.800065432248865	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	92617	93408	.	+	0	ID=cds-WP_004120049.1;Parent=gene-RTCIAT899_RS32205;Dbxref=GenBank:WP_004120049.1;Name=WP_004120049.1;Ontology_term=GO:0006629,GO:0008610,GO:0016491;gbkey=CDS;go_function=oxidoreductase activity|0016491||IEA;go_process=lipid metabolic process|0006629||IEA,lipid biosynthetic process|0008610||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004120049.1;locus_tag=RTCIAT899_RS32205;product=sterol desaturase family protein;protein_id=WP_004120049.1;transl_table=11	121.0	84.0	75.5	97.0	30.833333333333332	8.5	65.7942080892202	-0.233852427475136	0.776891826373489	-0.301010281658842	0.763406654292847	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	94251	95225	.	+	0	ID=cds-WP_004120053.1;Parent=gene-RTCIAT899_RS20080;Dbxref=GenBank:WP_004120053.1;Name=WP_004120053.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004120053.1;locus_tag=RTCIAT899_RS20080;product=LysR family transcriptional regulator;protein_id=WP_004120053.1;transl_table=11	9.0	30.61111111111111	5.8888888888888875	44.0	2.738095238095238	0.25	7.68629982179251	-0.621284283775093	0.832392766937233	-0.746383568493864	0.455435742300193	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	95773	96183	.	-	0	ID=cds-WP_028755370.1;Parent=gene-RTCIAT899_RS20085;Dbxref=GenBank:WP_028755370.1;Name=WP_028755370.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015343765.1;locus_tag=RTCIAT899_RS20085;product=DUF4168 domain-containing protein;protein_id=WP_028755370.1;transl_table=11	1.0	18.0	1.0	27.5	1.0	1.0	3.31926506393532	-0.241087534694078	0.8217154487411	-0.293395402342056	0.769219939307941	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	96476	97504	.	-	0	ID=cds-WP_004120058.1;Parent=gene-RTCIAT899_RS20090;Dbxref=GenBank:WP_004120058.1;Name=WP_004120058.1;Ontology_term=GO:0010181,GO:0016491,GO:0070967;gbkey=CDS;go_function=FMN binding|0010181||IEA,oxidoreductase activity|0016491||IEA,coenzyme F420 binding|0070967||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004120058.1;locus_tag=RTCIAT899_RS20090;product=LLM class flavin-dependent oxidoreductase;protein_id=WP_004120058.1;transl_table=11	50.166666666666664	75.16666666666667	19.0	81.33333333333334	8.0	8.0	27.9049603778063	-0.0447306020670447	0.748301572269896	-0.0597761700959133	0.952333905138458	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	97717	98829	.	-	0	ID=cds-WP_004120061.1;Parent=gene-RTCIAT899_RS20095;Dbxref=GenBank:WP_004120061.1;Name=WP_004120061.1;Ontology_term=GO:0008483,GO:0030170;gbkey=CDS;go_function=transaminase activity|0008483||IEA,pyridoxal phosphate binding|0030170||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004120061.1;locus_tag=RTCIAT899_RS20095;product=pyridoxal phosphate-dependent aminotransferase;protein_id=WP_004120061.1;transl_table=11	14.5	41.0	14.090909090909092	54.111111111111114	3.0	7.0	14.6815855490776	-0.159797944115308	0.78722522563356	-0.202988851108909	0.839143746337232	0.999586711632956
sense	NC_020061.1	GeneMarkS-2+	CDS	99248	99433	.	-	0	ID=cds-WP_172831088.1;Parent=gene-RTCIAT899_RS33965;Dbxref=GenBank:WP_172831088.1;Name=WP_172831088.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=RTCIAT899_RS33965;product=hypothetical protein;protein_id=WP_172831088.1;transl_table=11	3.7499999999999996	5.0	3.5714285714285707	15.0	1.5714285714285714	2.142857142857143	4.32124754212035	0.119447051256761	0.836138547195564	0.142855572987743	0.886404246225376	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	100190	100618	.	+	0	ID=cds-RTCIAT899_RS20105;Parent=gene-RTCIAT899_RS20105;Note=incomplete%3B partial in the middle of a contig%3B missing C-terminus;Ontology_term=GO:0004803;end_range=100618,.;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004126090.1;locus_tag=RTCIAT899_RS20105;partial=true;product=IS5 family transposase;pseudo=true;transl_table=11	1.5	4.4	1.5333333333333332	15.016666666666666	0.3333333333333333	1.5833333333333333	2.54765613450339	-0.0996796798460159	0.803045249627161	-0.124127102292549	0.90121463957338	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	101090	102412	.	+	0	ID=cds-WP_028755411.1;Parent=gene-RTCIAT899_RS20110;Dbxref=GenBank:WP_028755411.1;Name=WP_028755411.1;Ontology_term=GO:0000373,GO:0003964;gbkey=CDS;gene=ltrA;go_function=RNA-directed DNA polymerase activity|0003964||IEA;go_process=Group II intron splicing|0000373||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011504973.1;locus_tag=RTCIAT899_RS20110;product=group II intron reverse transcriptase/maturase;protein_id=WP_028755411.1;transl_table=11	2.392857142857143	16.625	0	21.516666666666666	1.0	1.5	3.44364720243124	0.229309914083094	0.819626601534211	0.279773635523618	0.779651180065729	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	102434	102946	.	+	0	ID=cds-RTCIAT899_RS20115;Parent=gene-RTCIAT899_RS20115;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus;Ontology_term=GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004211471.1;locus_tag=RTCIAT899_RS20115;partial=true;product=IS5 family transposase;pseudo=true;start_range=.,102434;transl_table=11	0.926190476190476	8.733333333333333	1.6666666666666665	16.91666666666667	0	0.5	1.77934967557078	-0.771747518734825	0.742503342073929	-1.03938591923265	0.298625290011279	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	103378	103870	.	+	0	ID=cds-WP_184462176.1;Parent=gene-RTCIAT899_RS32220;Dbxref=GenBank:WP_184462176.1;Name=WP_184462176.1;Note=programmed frameshift;Ontology_term=GO:0004803;exception=ribosomal slippage;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012553005.1;locus_tag=RTCIAT899_RS32220;product=IS630 family transposase;protein_id=WP_184462176.1;transl_table=11	0.16666666666666666	13.5	0.16666666666666666	11.0	1.1666666666666667	0	1.58475472955189	0.00687590184477521	0.698994056355878	0.00983685309231655	0.992151453366666	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	103870	104438	.	+	2	ID=cds-WP_184462176.1;Parent=gene-RTCIAT899_RS32220;Dbxref=GenBank:WP_184462176.1;Name=WP_184462176.1;Note=programmed frameshift;Ontology_term=GO:0004803;exception=ribosomal slippage;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012553005.1;locus_tag=RTCIAT899_RS32220;product=IS630 family transposase;protein_id=WP_184462176.1;transl_table=11	4.0	19.5	9.0	34.25	2.0	1.0	6.57699795234938	-0.734666556394037	0.832403476532028	-0.882584680514329	0.377460708626722	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	104535	105959	.	+	0	ID=cds-RTCIAT899_RS20130;Parent=gene-RTCIAT899_RS20130;Note=internal stop;Ontology_term=GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_057848443.1;locus_tag=RTCIAT899_RS20130;product=IS701 family transposase;pseudo=true;transl_table=11	11.333333333333334	100.83333333333334	9.61111111111111	125.125	6.458333333333333	3.5	18.8993237270759	-0.460340671666782	0.780311545068623	-0.589944714487467	0.5552277149785	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	106098	106664	.	+	0	ID=cds-WP_120671006.1;Parent=gene-RTCIAT899_RS20135;Dbxref=GenBank:WP_120671006.1;Name=WP_120671006.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_008533892.1;locus_tag=RTCIAT899_RS20135;product=hypothetical protein;protein_id=WP_120671006.1;transl_table=11	25.400000000000006	13.599999999999998	16.5	26.74285714285714	10.200000000000001	1.5999999999999999	15.4726538288549	0.0948698722424037	0.817464914206106	0.116053754226918	0.907609939854389	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	106929	107918	.	-	0	ID=cds-WP_004112688.1;Parent=gene-RTCIAT899_RS20140;Dbxref=GenBank:WP_004112688.1;Name=WP_004112688.1;Ontology_term=GO:0006355,GO:0003700;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004112688.1;locus_tag=RTCIAT899_RS20140;product=LysR family transcriptional regulator;protein_id=WP_004112688.1;transl_table=11	40.71666666666665	52.94444444444444	27.68055555555555	72.4	22.291666666666664	12.141666666666667	34.8900975657671	0.507280779342106	0.747201985494298	0.678907161905524	0.497196687524648	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	108032	108622	.	-	0	ID=cds-WP_004112689.1;Parent=gene-RTCIAT899_RS20145;Dbxref=GenBank:WP_004112689.1;Name=WP_004112689.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004112689.1;locus_tag=RTCIAT899_RS20145;product=NodA family N-acyltransferase;protein_id=WP_004112689.1;transl_table=11	43.0	50.0	29.0	58.0	41.333333333333336	15.0	44.4634011296943	1.05341223862218	0.753640157985681	1.39776553499713	0.162183487155582	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	109198	109953	.	-	0	ID=cds-WP_004112693.1;Parent=gene-RTCIAT899_RS20150;Dbxref=GenBank:WP_004112693.1;Name=WP_004112693.1;Ontology_term=GO:0055085,GO:0015267,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=channel activity|0015267||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004112693.1;locus_tag=RTCIAT899_RS20150;product=aquaporin;protein_id=WP_004112693.1;transl_table=11	29.833333333333336	39.14285714285714	29.238095238095234	44.238095238095234	40.14285714285714	2.4761904761904763	34.5439420627738	0.720570034844342	0.803202586755066	0.897121158132024	0.369654269722718	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	110419	111615	.	+	0	ID=cds-WP_004110519.1-6;Parent=gene-RTCIAT899_RS20155;Dbxref=GenBank:WP_004110519.1;Name=WP_004110519.1;Ontology_term=GO:0004803;gbkey=CDS;go_function=transposase activity|0004803||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004110519.1;locus_tag=RTCIAT899_RS20155;product=IS256 family transposase;protein_id=WP_004110519.1;transl_table=11	0.846153846153846	2.538461538461538	1.0318681318681315	2.272435897435897	0.3269230769230769	0.5282051282051282	1.12099180977991	0.135013295517987	0.701037020156372	0.192590821363287	0.84727943384679	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	111993	112451	.	+	0	ID=cds-WP_004112695.1;Parent=gene-RTCIAT899_RS20160;Dbxref=GenBank:WP_004112695.1;Name=WP_004112695.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004112695.1;locus_tag=RTCIAT899_RS20160;product=phasin;protein_id=WP_004112695.1;transl_table=11	81.5	25.25	77.25	40.25	48.5	10.25	61.9932442962556	0.222152480801364	0.810239255600185	0.274181335038876	0.783945271182609	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	113078	113383	.	+	0	ID=cds-WP_004112697.1;Parent=gene-RTCIAT899_RS20165;Dbxref=GenBank:WP_004112697.1;Name=WP_004112697.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004112697.1;locus_tag=RTCIAT899_RS20165;product=DUF982 domain-containing protein;protein_id=WP_004112697.1;transl_table=11	5.0	10.0	4.0	14.0	5.0	1.0	5.57214245783487	0.46086891599098	0.83629877784619	0.551081656699183	0.581577699321917	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	114007	115260	.	-	0	ID=cds-WP_004112704.1;Parent=gene-RTCIAT899_RS20170;Dbxref=GenBank:WP_004112704.1;Name=WP_004112704.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018517037.1;locus_tag=RTCIAT899_RS20170;product=ROK family transcriptional regulator;protein_id=WP_004112704.1;transl_table=11	2.2	25.066666666666666	3.0	37.0	3.1666666666666665	2.566666666666667	6.48798814963217	0.163373380639001	0.833102889802672	0.196102285370415	0.844530107523943	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	115532	116998	.	+	0	ID=cds-WP_004112705.1;Parent=gene-RTCIAT899_RS20175;Dbxref=GenBank:WP_004112705.1;Name=WP_004112705.1;Ontology_term=GO:0042626,GO:0140359,GO:0055052;gbkey=CDS;go_component=ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004112705.1;locus_tag=RTCIAT899_RS20175;product=ABC transporter substrate-binding protein;protein_id=WP_004112705.1;transl_table=11	4.507575757575758	54.25263157894737	5.166666666666667	81.7909090909091	2.0	1.1	9.37512397378124	-0.911415154146136	0.826779385157197	-1.10236802042766	0.270301708649963	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	117072	118001	.	+	0	ID=cds-WP_004112707.1;Parent=gene-RTCIAT899_RS20180;Dbxref=GenBank:WP_004112707.1;Name=WP_004112707.1;Ontology_term=GO:0008643,GO:0055085,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;go_process=carbohydrate transport|0008643||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018517039.1;locus_tag=RTCIAT899_RS20180;product=carbohydrate ABC transporter permease;protein_id=WP_004112707.1;transl_table=11	4.0	24.5	1.0	30.0	1.2	1.1428571428571428	4.25796596649981	-0.267139484654172	0.832838029297012	-0.320758028880671	0.748393768125832	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	118003	118833	.	+	0	ID=cds-WP_004112708.1;Parent=gene-RTCIAT899_RS20185;Dbxref=GenBank:WP_004112708.1;Name=WP_004112708.1;Ontology_term=GO:0008643,GO:0055085;gbkey=CDS;go_process=carbohydrate transport|0008643||IEA,transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017996970.1;locus_tag=RTCIAT899_RS20185;product=carbohydrate ABC transporter permease;protein_id=WP_004112708.1;transl_table=11	3.2	17.0	2.0	35.142361111111114	3.5	2.142857142857143	5.90275686557685	0.27002915355674	0.834660189489493	0.323519867075365	0.746301564070526	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	118864	119889	.	+	0	ID=cds-WP_004112709.1;Parent=gene-RTCIAT899_RS20190;Dbxref=GenBank:WP_004112709.1;Name=WP_004112709.1;Ontology_term=GO:0000166,GO:0003824;gbkey=CDS;go_function=nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018325564.1;locus_tag=RTCIAT899_RS20190;product=Gfo/Idh/MocA family protein;protein_id=WP_004112709.1;transl_table=11	5.247619047619048	48.8	1.2	55.5	0	0.07692307692307693	5.83465168565469	-1.16882690735466	0.827532760006556	-1.41242372972086	0.157825233442586	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	119967	121133	.	+	0	ID=cds-WP_004112713.1;Parent=gene-RTCIAT899_RS20195;Dbxref=GenBank:WP_004112713.1;Name=WP_004112713.1;Ontology_term=GO:0005524,GO:0016887,GO:0042626,GO:0140359;gbkey=CDS;go_function=ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_018098874.1;locus_tag=RTCIAT899_RS20195;product=ABC transporter ATP-binding protein;protein_id=WP_004112713.1;transl_table=11	1.0	26.333333333333336	0	39.07692307692308	3.0	0	4.3166611278537	-0.0895415368118572	0.813887818847869	-0.110017049940139	0.912395853099079	0.999586711632956
sense	NC_020061.1	GeneMarkS-2+	CDS	121306	121815	.	+	0	ID=cds-WP_240535384.1;Parent=gene-RTCIAT899_RS34155;Dbxref=GenBank:WP_240535384.1;Name=WP_240535384.1;gbkey=CDS;inference=COORDINATES: ab initio prediction:GeneMarkS-2+;locus_tag=RTCIAT899_RS34155;product=hypothetical protein;protein_id=WP_240535384.1;transl_table=11	0.3333333333333333	11.0	0	10.0	0	0	0.954313954947383	-0.184914101870156	0.599659381437819	-0.308365227984564	0.757804437669423	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	121797	123224	.	+	0	ID=cds-WP_240535385.1;Parent=gene-RTCIAT899_RS20205;Dbxref=GenBank:WP_240535385.1;Name=WP_240535385.1;Ontology_term=GO:0007165,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_process=signal transduction|0007165||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004112715.1;locus_tag=RTCIAT899_RS20205;product=methyl-accepting chemotaxis protein;protein_id=WP_240535385.1;transl_table=11	1.25	27.0	2.1	33.0	1.1428571428571428	1.0	4.22435092127357	-0.406868267308902	0.830913584213056	-0.489663756904685	0.6243718523655	0.999586711632956
sense	NC_020061.1	Protein Homology	CDS	123638	124684	.	-	0	ID=cds-WP_004112717.1;Parent=gene-RTCIAT899_RS20215;Dbxref=GenBank:WP_004112717.1;Name=WP_004112717.1;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004112717.1;locus_tag=RTCIAT899_RS20215;product=HoxN/HupN/NixA family nickel/cobalt transporter;protein_id=WP_004112717.1;transl_table=11	4.180555555555555	34.2	3.4761904761904763	41.0	0	1.0	5.24860761134926	-0.869328810410671	0.833864092370749	-1.04253057346443	0.297165758373247	0.999586711632956
